fichero,url,compliance_Strict-Transport-Security,compliance_Content-Security-Policy,compliance_X-Content-Type-Options,compliance_X-Frame-Options,compliance_X-XSS-Protection,compliance_Referrer-Policy,compliance_Permissions-Policy,compliance_Cache-Control,compliance_Set-Cookie,compliance_X-Powered-By,compliance_Server,compliance_score,calificacion
20251023_28020934_IES CARDENAL CISNEROS_url_web_webheader.json,http://www.educa.madrid.org/ies.cardenalcisnero.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28020946_IES SAN ISIDRO_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.sanisidro.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28020946_IES SAN ISIDRO_url_web_webheader.json,http://www.educa.madrid.org/ies.sanisidro.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.emperatrizmaria.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_web_webheader.json,http://www.educa.madrid.org/ies.emperatrizmaria.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28020961_IES CALDERON DE LA BARCA_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.calderondelabar.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28020961_IES CALDERON DE LA BARCA_url_web_webheader.json,http://www.educa.madrid.org/ies.calderondelabar.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28021008_IES VISTA ALEGRE_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.vistaalegre.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28021008_IES VISTA ALEGRE_url_web_webheader.json,http://www.educa.madrid.org/ies.vistaalegre.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28021252_IES PACIFICO_url_aula_webheader.json,https://aulavirtual35.educa.madrid.org/ies.pacifico.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28021252_IES PACIFICO_url_web_webheader.json,http://www.educa.madrid.org/ies.pacifico.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28021549_IES PALOMERAS VALLECAS_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.palomerasvallecas.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28021549_IES PALOMERAS VALLECAS_url_web_webheader.json,http://www.educa.madrid.org/ies.palomerasvallecas.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28021550_IES GARCIA MORATO_url_aula_webheader.json,https://aulavirtual35.educa.madrid.org/ies.garciamorato.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28021550_IES GARCIA MORATO_url_web_webheader.json,https://www.educa2.madrid.org/web/centro.ies.garciamorato.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.45,0.45
20251023_28021562_IES GRAN CAPITÁN_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.grancapitan.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28021562_IES GRAN CAPITÁN_url_web_webheader.json,http://www.educa.madrid.org/ies.grancapitan.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28022207_IES CARMEN MARTIN GAITE_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.carmenmartingai.moralzarzal/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28022207_IES CARMEN MARTIN GAITE_url_web_webheader.json,http://www.educa.madrid.org/ies.carmenmartingai.moralzarzal,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28022724_IES CIUDAD ESCOLAR_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.ciudadescolar.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28022724_IES CIUDAD ESCOLAR_url_web_webheader.json,http://www.educa.madrid.org/ies.ciudadescolar.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28023194_IES FELIPE TRIGO_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.felipetrigo.mostoles/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28023194_IES FELIPE TRIGO_url_web_webheader.json,http://www.educa.madrid.org/ies.felipetrigo.mostoles,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28023212_IES JUAN GRIS_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.juangris.mostoles/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28023212_IES JUAN GRIS_url_web_webheader.json,https://www.iesjuangris.com/,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28023327_IES CARMEN MARTIN GAITE_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.carmenmartingai.navalcarnero/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28023327_IES CARMEN MARTIN GAITE_url_web_webheader.json,http://www.educa.madrid.org/ies.carmenmartingai.navalcarnero,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28023911_IES GERARDO DIEGO_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.gerardodiego.pozuelodealarcon/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28023911_IES GERARDO DIEGO_url_web_webheader.json,http://www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,OK_Server,0.36,0.36
20251023_28024290_IES VEGA DEL JARAMA_url_aula_webheader.json,https://aulavirtual35.educa.madrid.org/ies.vegadeljarama.sanfernando/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28024290_IES VEGA DEL JARAMA_url_web_webheader.json,http://www.educa.madrid.org/ies.vegadeljarama.sanfernando,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,OK_Server,0.36,0.36
20251023_28024642_IES JOAN MIRO_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.joanmiro.sansebastian/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28024642_IES JOAN MIRO_url_web_webheader.json,http://www.educa.madrid.org/ies.joanmiro.sansebastian,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28025014_IES ISAAC PERAL_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.isaacperal.torrejondeardoz/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28025014_IES ISAAC PERAL_url_web_webheader.json,http://www.educa.madrid.org/ies.isaacperal.torrejondeardoz,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28025026_IES LAS VEREDILLAS_url_aula_webheader.json,https://aulavirtual34.educa.madrid.org/ies.lasveredillas.torrejondeardoz/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28025026_IES LAS VEREDILLAS_url_web_webheader.json,http://www.educa.madrid.org/ies.lasveredillas.torrejondeardoz,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,OK_Server,0.36,0.36
20251023_28025129_IES ALTO JARAMA_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.altojarama.torrelaguna/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28025129_IES ALTO JARAMA_url_web_webheader.json,http://www.educa.madrid.org/ies.altojarama.torrelaguna,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.victoria.villarejo/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_web_webheader.json,http://www.educa.madrid.org/ies.victoria.villarejo,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28025828_IES FELIPE II_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.felipesegundo.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28025828_IES FELIPE II_url_web_webheader.json,http://www.educa.madrid.org/ies.felipesegundo.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28026031_IES VICENTE ALEIXANDRE_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.vicentealeixand.pinto/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28026031_IES VICENTE ALEIXANDRE_url_web_webheader.json,http://www.educa.madrid.org/ies.vicentealeixand.pinto,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28026092_IES LOS CASTILLOS_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.loscastillos.alcorcon/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28026092_IES LOS CASTILLOS_url_web_webheader.json,http://www.educa.madrid.org/ies.loscastillos.alcorcon,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28028301_IES ARQUITECTO PEDRO GUMIEL_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.arquitectopedro.alcala/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028301_IES ARQUITECTO PEDRO GUMIEL_url_web_webheader.json,http://www.educa.madrid.org/ies.arquitectopedro.alcala,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,OK_Server,0.36,0.36
20251023_28028350_IES MARIA MOLINER_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.mariamoliner.coslada/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028350_IES MARIA MOLINER_url_web_webheader.json,http://www.educa.madrid.org/ies.mariamoliner.coslada,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028374_IES DIONISIO AGUADO_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.dionisioaguado.fuenlabrada/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028374_IES DIONISIO AGUADO_url_web_webheader.json,http://www.educa.madrid.org/ies.dionisioaguado.fuenlabrada,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,OK_Server,0.36,0.36
20251023_28028404_IES BUTARQUE_url_aula_webheader.json,https://aulavirtual34.educa.madrid.org/ies.butarque.leganes/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028404_IES BUTARQUE_url_web_webheader.json,http://www.educa.madrid.org/ies.butarque.leganes,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028428_IES AVENIDA DE LOS TOREROS_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.avenidadelostor.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028428_IES AVENIDA DE LOS TOREROS_url_web_webheader.json,http://www.educa.madrid.org/ies.avenidadelostor.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251023_28028431_IES MARIANO JOSE DE LARRA_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.larra.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028431_IES MARIANO JOSE DE LARRA_url_web_webheader.json,http://www.educa.madrid.org/ies.larra.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028453_IES LA ESTRELLA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.laestrella.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028453_IES LA ESTRELLA_url_web_webheader.json,http://www.educa.madrid.org/ies.laestrella.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251023_28028465_IES SAN JUAN BAUTISTA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.sanjuanbautista.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
